"","td","code","target"
"43192","T146","A196",4
"43193","T146","A197",3
"43194","T146","A199",0
"43195","T146","A200",2
"43196","T146","A201",0
"43197","T146","A204",3
"43198","T146","A206",1
"43199","T146","A207",3
"43200","T146","A215",0
"43201","T146","A216",0
"43202","T146","A217",1
"43203","T146","A223",2
"43204","T146","A225",0
"43205","T146","A230",2
"43206","T146","A237",1
"43207","T146","A238",3
"43208","T146","A239",0
"43209","T146","A243",0
"43210","T146","A244",1
"43211","T146","A245",1
"43212","T146","A250",4
"43213","T146","A253",2
"43214","T146","A254",0
"43215","T146","A257",1
"43216","T146","A259",3
"43217","T146","A261",3
"43218","T146","A265",2
"43219","T146","A269",2
"43220","T146","A271",1
"43221","T146","A273",3
"43222","T146","A274",0
"43223","T146","A280",0
"43224","T146","A281",0
"43225","T146","A284",3
"43226","T146","A285",2
"43227","T146","A287",1
"43228","T146","A293",4
"43229","T146","A297",2
"43230","T146","A298",3
"43231","T146","A303",3
"43232","T146","A304",0
"43233","T146","A305",3
"43234","T146","A306",0
"43235","T146","A308",4
"43236","T146","A310",1
"43237","T146","A314",1
"43238","T146","A317",2
"43239","T146","A319",4
"43240","T146","A320",2
"43241","T146","A323",3
"43242","T146","A324",1
"43243","T146","A325",1
"43244","T146","A326",3
"43245","T146","A327",3
"43246","T146","A329",0
"43247","T146","A330",3
"43248","T146","A331",2
"43249","T146","A333",1
"43250","T146","A340",3
"43251","T146","A343",0
"43252","T146","A349",0
"43253","T146","A352",3
"43254","T146","A355",4
"43255","T146","A358",0
"43256","T146","A360",1
"43257","T146","A361",4
"43258","T146","A363",0
"43259","T146","A365",3
"43260","T146","A366",4
"43261","T146","A370",4
"43262","T146","A376",3
"43263","T146","A377",1
"43264","T146","A379",4
"43265","T146","A381",2
"43266","T146","A382",0
"43267","T146","A384",4
"43268","T146","A390",3
"43269","T146","A391",1
"43270","T146","A392",1
"43271","T146","A394",4
"43272","T146","A397",1
"43273","T146","A400",3
"43274","T146","A408",3
"43275","T146","A411",2
"43276","T146","A414",0
"43277","T146","A415",2
"43278","T146","A417",0
"43279","T146","A418",1
"43280","T146","A419",1
"43281","T146","A422",0
"43282","T146","A424",4
"43283","T146","A425",1
"43284","T146","A427",0
"43285","T146","A429",0
"43286","T146","A430",1
"43287","T146","A431",4
"43288","T146","A432",2
"43289","T146","A433",2
"43290","T146","A434",2
"43291","T146","A437",3
"43292","T146","A439",0
"43293","T146","A442",3
"43294","T146","A443",1
"43295","T146","A444",1
"43296","T146","A448",1
"43297","T146","A452",4
"43298","T146","A453",2
"43299","T146","A455",3
"43300","T146","A462",3
"43301","T146","A464",3
"43302","T146","A468",4
"43303","T146","A473",4
"43304","T146","A478",4
"43305","T146","A483",4
"43306","T146","A484",0
"43307","T146","A485",4
"43308","T146","A487",2
"43309","T146","A488",4
"43310","T146","A489",4
"43311","T146","A491",3
"43312","T146","A494",1
"43313","T146","A496",1
"43314","T146","A501",0
"43315","T146","A504",4
"43316","T146","A505",2
"43317","T146","A506",2
"43318","T146","A509",4
"43319","T146","A513",0
"43320","T146","A517",3
"43321","T146","A518",1
"43322","T146","A520",1
"43323","T146","A522",0
"43324","T146","A528",0
"43325","T146","A529",2
"43326","T146","A530",2
"43327","T146","A538",4
"43328","T146","A540",0
"43329","T146","A541",1
"43330","T146","A548",3
"43331","T146","A550",3
"43332","T146","A552",4
"43333","T146","A553",4
"43334","T146","A557",1
"43335","T146","A564",3
"43336","T146","A574",2
"43337","T146","A586",1
"43338","T146","A587",0
"43339","T146","A591",3
"43340","T146","A594",0
"43341","T146","A595",0
"43342","T146","A599",1
"43343","T146","A605",4
"43344","T146","A606",4
"43345","T146","A609",3
"43346","T146","A610",4
"43347","T146","A613",2
"43348","T146","A614",2
"43349","T146","A616",1
"43350","T146","A623",0
"43351","T146","A627",0
"43352","T146","A628",3
"43353","T146","A631",4
"43354","T146","A632",2
"43355","T146","A634",1
"43356","T146","A636",3
"43357","T146","A637",1
"43358","T146","A638",1
"43359","T146","A641",0
"43360","T146","A643",3
"43361","T146","A645",3
"43362","T146","A646",0
"43363","T146","A648",4
"43364","T146","A649",0
"43365","T146","A650",0
"43366","T146","A653",0
"43367","T146","A658",1
"43368","T146","A659",2
"43369","T146","A662",4
"43370","T146","A664",1
"43371","T146","A665",3
"43372","T146","A666",2
"43373","T146","A668",4
"43374","T146","A670",0
"43375","T146","A673",3
"43376","T146","A674",2
"43377","T146","A676",3
"43378","T146","A679",4
"43379","T146","A682",2
"43380","T146","A683",0
"43381","T146","A688",1
"43382","T146","A690",4
"43383","T146","A696",0
"43384","T146","A697",3
"43385","T146","A698",3
"43386","T146","A700",1
"43387","T146","A701",4
"43388","T146","A702",4
"43389","T146","A706",2
"43390","T146","A708",1
"43391","T146","A709",0
"43392","T146","A710",2
"43393","T146","A716",1
"43394","T146","A718",1
"43395","T146","A722",0
"43396","T146","A723",2
"43397","T146","A724",2
"43398","T146","A729",2
"43399","T146","A730",2
"43400","T146","A733",2
"43401","T146","A736",4
"43402","T146","A738",2
"43403","T146","A740",3
"43404","T146","A744",1
"43405","T146","A746",1
"43406","T146","A747",2
"43407","T146","A752",2
"43408","T146","A753",1
"43409","T146","A754",3
"43410","T146","A755",1
"43411","T146","A756",0
"43412","T146","A762",0
"43413","T146","A766",4
"43414","T146","A767",4
"43415","T146","A772",0
"43416","T146","A775",2
"43417","T146","A779",4
"43418","T146","A784",2
"43419","T146","A786",4
"43420","T146","A788",2
"43421","T146","A789",2
"43422","T146","A791",4
"43423","T146","A792",1
"43424","T146","A794",0
"43425","T146","A795",2
"43426","T146","A798",4
"43427","T146","A799",1
"43428","T147","A005",0
"43429","T147","A006",3
"43430","T147","A007",2
"43431","T147","A008",4
"43432","T147","A011",4
"43433","T147","A012",3
"43434","T147","A013",0
"43435","T147","A016",4
"43436","T147","A017",4
"43437","T147","A019",2
"43438","T147","A021",3
"43439","T147","A022",1
"43440","T147","A024",1
"43441","T147","A026",1
"43442","T147","A030",2
"43443","T147","A031",2
"43444","T147","A032",4
"43445","T147","A034",1
"43446","T147","A037",2
"43447","T147","A039",2
"43448","T147","A041",1
"43449","T147","A042",1
"43450","T147","A043",2
"43451","T147","A045",1
"43452","T147","A046",1
"43453","T147","A048",3
"43454","T147","A050",0
"43455","T147","A054",3
"43456","T147","A057",4
"43457","T147","A060",0
"43458","T147","A062",1
"43459","T147","A065",0
"43460","T147","A066",0
"43461","T147","A067",2
"43462","T147","A069",1
"43463","T147","A072",3
"43464","T147","A074",0
"43465","T147","A080",0
"43466","T147","A086",4
"43467","T147","A087",3
"43468","T147","A094",4
"43469","T147","A097",3
"43470","T147","A099",3
"43471","T147","A101",2
"43472","T147","A107",1
"43473","T147","A108",4
"43474","T147","A111",3
"43475","T147","A115",4
"43476","T147","A116",4
"43477","T147","A118",1
"43478","T147","A119",2
"43479","T147","A120",1
"43480","T147","A122",1
"43481","T147","A123",0
"43482","T147","A124",1
"43483","T147","A126",2
"43484","T147","A127",1
"43485","T147","A133",4
"43486","T147","A134",0
"43487","T147","A135",3
"43488","T147","A141",3
"43489","T147","A144",4
"43490","T147","A146",1
"43491","T147","A147",0
"43492","T147","A148",2
"43493","T147","A149",4
"43494","T147","A154",0
"43495","T147","A155",3
"43496","T147","A158",2
"43497","T147","A159",2
"43498","T147","A162",1
"43499","T147","A165",2
"43500","T147","A166",0
"43501","T147","A168",4
"43502","T147","A171",1
"43503","T147","A172",4
"43504","T147","A175",0
"43505","T147","A181",3
"43506","T147","A183",2
"43507","T147","A185",2
"43508","T147","A188",1
"43509","T147","A191",4
"43510","T147","A194",3
"43511","T147","A195",4
"43512","T147","A196",2
"43513","T147","A197",3
"43514","T147","A199",3
"43515","T147","A200",3
"43516","T147","A201",4
"43517","T147","A204",3
"43518","T147","A206",4
"43519","T147","A207",3
"43520","T147","A215",2
"43521","T147","A216",2
"43522","T147","A217",4
"43523","T147","A223",4
"43524","T147","A225",4
"43525","T147","A230",2
"43526","T147","A237",1
"43527","T147","A238",4
"43528","T147","A239",0
"43529","T147","A243",0
"43530","T147","A244",0
"43531","T147","A245",2
"43532","T147","A250",0
"43533","T147","A253",2
"43534","T147","A254",1
"43535","T147","A257",2
"43536","T147","A259",4
"43537","T147","A261",4
"43538","T147","A265",1
"43539","T147","A269",2
"43540","T147","A271",0
"43541","T147","A273",0
"43542","T147","A274",0
"43543","T147","A280",3
"43544","T147","A281",3
"43545","T147","A284",0
"43546","T147","A285",0
"43547","T147","A287",3
"43548","T147","A293",1
"43549","T147","A297",2
"43550","T147","A298",2
"43551","T147","A303",4
"43552","T147","A304",4
"43553","T147","A305",1
"43554","T147","A306",1
"43555","T147","A308",3
"43556","T147","A310",1
"43557","T147","A314",3
"43558","T147","A317",2
"43559","T147","A319",3
"43560","T147","A320",4
"43561","T147","A323",1
"43562","T147","A324",4
"43563","T147","A325",2
"43564","T147","A326",0
"43565","T147","A327",4
"43566","T147","A329",1
"43567","T147","A330",0
"43568","T147","A331",3
"43569","T147","A333",2
"43570","T147","A340",3
"43571","T147","A343",0
"43572","T147","A346",3
"43573","T147","A349",1
"43574","T147","A352",4
"43575","T147","A355",3
"43576","T147","A358",1
"43577","T147","A360",4
"43578","T147","A361",1
"43579","T147","A363",1
"43580","T147","A365",3
"43581","T147","A366",3
"43582","T147","A370",1
"43583","T147","A376",0
"43584","T147","A377",0
"43585","T147","A379",0
"43586","T147","A381",1
"43587","T147","A382",3
"43588","T147","A384",3
"43589","T147","A389",0
"43590","T147","A390",1
"43591","T147","A391",0
"43592","T147","A392",2
"43593","T147","A394",0
"43594","T147","A397",3
"43595","T147","A400",2
"43596","T147","A408",0
"43597","T147","A411",3
"43598","T147","A414",4
"43599","T147","A415",1
"43600","T147","A417",4
"43601","T147","A418",4
"43602","T147","A419",0
"43603","T147","A422",3
"43604","T147","A424",2
"43605","T147","A427",2
"43606","T147","A429",4
"43607","T147","A430",1
"43608","T147","A431",2
"43609","T147","A432",1
"43610","T147","A433",2
"43611","T147","A434",3
"43612","T147","A437",0
"43613","T147","A439",4
"43614","T147","A442",3
"43615","T147","A443",3
"43616","T147","A444",1
"43617","T147","A448",0
"43618","T147","A452",0
"43619","T147","A453",1
"43620","T147","A462",3
"43621","T147","A464",3
"43622","T147","A468",2
"43623","T147","A473",1
"43624","T147","A478",4
"43625","T147","A483",4
"43626","T147","A484",1
"43627","T147","A485",2
"43628","T147","A487",0
"43629","T147","A488",2
"43630","T147","A489",3
"43631","T147","A491",3
"43632","T147","A494",3
"43633","T147","A496",4
"43634","T147","A501",4
"43635","T147","A504",4
"43636","T147","A505",1
"43637","T147","A506",1
"43638","T147","A509",0
"43639","T147","A517",0
"43640","T147","A518",4
"43641","T147","A520",2
"43642","T147","A522",3
"43643","T147","A525",2
"43644","T147","A528",1
"43645","T147","A529",0
"43646","T147","A530",1
"43647","T147","A538",4
"43648","T147","A540",1
"43649","T147","A541",4
"43650","T147","A548",4
"43651","T147","A550",0
"43652","T147","A552",1
"43653","T147","A553",1
"43654","T147","A557",4
"43655","T147","A564",3
"43656","T147","A574",1
"43657","T147","A586",0
"43658","T147","A591",3
"43659","T147","A594",0
"43660","T147","A595",4
"43661","T147","A599",2
"43662","T147","A605",0
"43663","T147","A606",2
"43664","T147","A609",3
"43665","T147","A610",2
"43666","T147","A613",4
"43667","T147","A614",3
"43668","T147","A616",2
"43669","T147","A623",0
"43670","T147","A627",4
"43671","T147","A628",1
"43672","T147","A631",4
"43673","T147","A632",0
"43674","T147","A634",2
"43675","T147","A636",2
"43676","T147","A637",0
"43677","T147","A638",2
"43678","T147","A641",4
"43679","T147","A643",1
"43680","T147","A645",4
"43681","T147","A646",0
"43682","T147","A648",2
"43683","T147","A649",2
"43684","T147","A650",3
"43685","T147","A653",4
"43686","T147","A658",2
"43687","T147","A659",2
"43688","T147","A662",1
"43689","T147","A664",3
"43690","T147","A665",0
"43691","T147","A666",0
"43692","T147","A668",0
"43693","T147","A670",0
"43694","T147","A673",0
"43695","T147","A674",2
"43696","T147","A676",4
"43697","T147","A679",2
"43698","T147","A682",0
"43699","T147","A683",4
"43700","T147","A688",2
"43701","T147","A690",4
"43702","T147","A696",4
"43703","T147","A697",0
"43704","T147","A698",3
"43705","T147","A700",0
"43706","T147","A701",3
"43707","T147","A702",3
"43708","T147","A706",3
"43709","T147","A708",1
"43710","T147","A709",3
"43711","T147","A710",4
"43712","T147","A716",4
"43713","T147","A718",4
"43714","T147","A722",1
"43715","T147","A723",1
"43716","T147","A724",3
"43717","T147","A729",3
"43718","T147","A730",0
"43719","T147","A733",2
"43720","T147","A736",1
"43721","T147","A738",3
"43722","T147","A740",1
"43723","T147","A744",0
"43724","T147","A746",2
"43725","T147","A747",0
"43726","T147","A752",1
"43727","T147","A753",4
"43728","T147","A754",2
"43729","T147","A755",2
"43730","T147","A756",0
"43731","T147","A762",1
"43732","T147","A766",1
"43733","T147","A767",3
"43734","T147","A772",1
"43735","T147","A775",0
"43736","T147","A779",3
"43737","T147","A784",1
"43738","T147","A786",2
"43739","T147","A788",3
"43740","T147","A789",2
"43741","T147","A791",0
"43742","T147","A792",0
"43743","T147","A794",4
"43744","T147","A795",2
"43745","T147","A798",3
"43746","T147","A799",2
"43747","T148","A005",3
"43748","T148","A006",3
"43749","T148","A007",2
"43750","T148","A008",3
"43751","T148","A011",1
"43752","T148","A012",3
"43753","T148","A013",2
"43754","T148","A016",2
"43755","T148","A017",4
"43756","T148","A019",1
"43757","T148","A021",4
"43758","T148","A022",4
"43759","T148","A024",1
"43760","T148","A030",2
"43761","T148","A031",1
"43762","T148","A032",4
"43763","T148","A034",3
"43764","T148","A037",4
"43765","T148","A039",2
"43766","T148","A041",0
"43767","T148","A042",0
"43768","T148","A043",4
"43769","T148","A044",0
"43770","T148","A045",1
"43771","T148","A046",2
"43772","T148","A048",3
"43773","T148","A050",0
"43774","T148","A052",4
"43775","T148","A054",4
"43776","T148","A057",0
"43777","T148","A060",1
"43778","T148","A062",1
"43779","T148","A065",0
"43780","T148","A066",0
"43781","T148","A067",2
"43782","T148","A069",2
"43783","T148","A072",0
"43784","T148","A074",1
"43785","T148","A075",3
"43786","T148","A080",2
"43787","T148","A086",2
"43788","T148","A087",2
"43789","T148","A094",4
"43790","T148","A097",1
"43791","T148","A099",4
"43792","T148","A101",1
"43793","T148","A107",4
"43794","T148","A108",3
"43795","T148","A111",4
"43796","T148","A115",3
"43797","T148","A116",3
"43798","T148","A118",4
"43799","T148","A119",4
"43800","T148","A120",3
"43801","T148","A122",2
"43802","T148","A123",0
"43803","T148","A124",1
"43804","T148","A126",0
"43805","T148","A127",1
"43806","T148","A133",1
"43807","T148","A134",1
"43808","T148","A135",0
"43809","T148","A137",3
"43810","T148","A141",1
"43811","T148","A144",2
"43812","T148","A145",0
"43813","T148","A146",4
"43814","T148","A147",3
"43815","T148","A148",0
"43816","T148","A149",0
"43817","T148","A154",2
"43818","T148","A155",4
"43819","T148","A158",1
"43820","T148","A159",3
"43821","T148","A162",3
"43822","T148","A163",4
"43823","T148","A165",2
"43824","T148","A168",2
"43825","T148","A171",4
"43826","T148","A172",2
"43827","T148","A175",1
"43828","T148","A181",1
"43829","T148","A183",2
"43830","T148","A185",1
"43831","T148","A188",4
"43832","T148","A191",0
"43833","T148","A194",0
"43834","T148","A195",4
"43835","T148","A196",4
"43836","T148","A197",3
"43837","T148","A199",2
"43838","T148","A200",1
"43839","T148","A201",1
"43840","T148","A204",0
"43841","T148","A206",3
"43842","T148","A207",2
"43843","T148","A215",0
"43844","T148","A216",0
"43845","T148","A217",2
"43846","T148","A223",1
"43847","T148","A225",4
"43848","T148","A230",0
"43849","T148","A237",2
"43850","T148","A238",4
"43851","T148","A239",2
"43852","T148","A243",2
"43853","T148","A244",4
"43854","T148","A245",2
"43855","T148","A250",1
"43856","T148","A253",3
"43857","T148","A254",1
"43858","T148","A257",0
"43859","T148","A259",4
"43860","T148","A261",1
"43861","T148","A265",3
"43862","T148","A269",1
"43863","T148","A271",3
"43864","T148","A273",0
"43865","T148","A274",0
"43866","T148","A280",2
"43867","T148","A281",3
"43868","T148","A284",2
"43869","T148","A287",4
"43870","T148","A293",2
"43871","T148","A297",2
"43872","T148","A298",1
"43873","T148","A303",3
"43874","T148","A304",0
"43875","T148","A305",2
"43876","T148","A306",3
"43877","T148","A308",3
"43878","T148","A310",3
"43879","T148","A314",2
"43880","T148","A317",1
"43881","T148","A319",2
"43882","T148","A320",0
"43883","T148","A323",0
"43884","T148","A324",4
"43885","T148","A325",4
"43886","T148","A326",3
"43887","T148","A327",0
"43888","T148","A329",4
"43889","T148","A330",4
"43890","T148","A331",1
"43891","T148","A333",1
"43892","T148","A340",3
"43893","T148","A343",2
"43894","T148","A346",0
"43895","T148","A349",3
"43896","T148","A352",4
"43897","T148","A355",4
"43898","T148","A358",3
"43899","T148","A360",3
"43900","T148","A361",3
"43901","T148","A363",2
"43902","T148","A365",0
"43903","T148","A366",0
"43904","T148","A370",4
"43905","T148","A376",1
"43906","T148","A377",1
"43907","T148","A379",1
"43908","T148","A381",0
"43909","T148","A382",0
"43910","T148","A384",4
"43911","T148","A390",3
"43912","T148","A391",3
"43913","T148","A392",1
"43914","T148","A394",4
"43915","T148","A397",0
"43916","T148","A400",0
"43917","T148","A408",2
"43918","T148","A411",1
"43919","T148","A414",0
"43920","T148","A415",2
"43921","T148","A417",1
"43922","T148","A418",3
"43923","T148","A419",1
"43924","T148","A422",1
"43925","T148","A424",2
"43926","T148","A427",3
"43927","T148","A429",3
"43928","T148","A430",2
"43929","T148","A431",4
"43930","T148","A432",3
"43931","T148","A433",1
"43932","T148","A434",1
"43933","T148","A437",4
"43934","T148","A439",3
"43935","T148","A442",0
"43936","T148","A443",1
"43937","T148","A444",0
"43938","T148","A452",0
"43939","T148","A453",0
"43940","T148","A462",1
"43941","T148","A464",4
"43942","T148","A468",1
"43943","T148","A473",0
"43944","T148","A478",3
"43945","T148","A483",3
"43946","T148","A484",4
"43947","T148","A485",4
"43948","T148","A487",2
"43949","T148","A488",1
"43950","T148","A489",1
"43951","T148","A491",4
"43952","T148","A494",1
"43953","T148","A496",3
"43954","T148","A501",0
"43955","T148","A504",4
"43956","T148","A505",1
"43957","T148","A506",2
"43958","T148","A509",2
"43959","T148","A517",3
"43960","T148","A518",1
"43961","T148","A520",3
"43962","T148","A522",2
"43963","T148","A525",4
"43964","T148","A528",0
"43965","T148","A529",2
"43966","T148","A530",3
"43967","T148","A538",4
"43968","T148","A540",2
"43969","T148","A548",3
"43970","T148","A550",0
"43971","T148","A552",1
"43972","T148","A553",1
"43973","T148","A557",3
"43974","T148","A564",2
"43975","T148","A574",2
"43976","T148","A586",4
"43977","T148","A587",3
"43978","T148","A591",2
"43979","T148","A594",0
"43980","T148","A595",0
"43981","T148","A599",3
"43982","T148","A605",3
"43983","T148","A606",3
"43984","T148","A609",3
"43985","T148","A610",0
"43986","T148","A613",1
"43987","T148","A614",1
"43988","T148","A616",2
"43989","T148","A627",2
"43990","T148","A628",0
"43991","T148","A631",2
"43992","T148","A632",0
"43993","T148","A634",1
"43994","T148","A636",3
"43995","T148","A637",0
"43996","T148","A638",4
"43997","T148","A641",0
"43998","T148","A643",2
"43999","T148","A645",0
"44000","T148","A648",2
"44001","T148","A649",1
"44002","T148","A650",2
"44003","T148","A653",0
"44004","T148","A658",2
"44005","T148","A659",1
"44006","T148","A662",4
"44007","T148","A664",4
"44008","T148","A665",4
"44009","T148","A666",4
"44010","T148","A668",3
"44011","T148","A670",3
"44012","T148","A673",4
"44013","T148","A674",4
"44014","T148","A676",4
"44015","T148","A679",0
"44016","T148","A682",0
"44017","T148","A683",0
"44018","T148","A688",1
"44019","T148","A690",4
"44020","T148","A696",0
"44021","T148","A697",2
"44022","T148","A698",1
"44023","T148","A700",3
"44024","T148","A701",4
"44025","T148","A702",3
"44026","T148","A706",2
"44027","T148","A708",2
"44028","T148","A709",1
"44029","T148","A710",4
"44030","T148","A716",0
"44031","T148","A717",4
"44032","T148","A718",4
"44033","T148","A722",2
"44034","T148","A723",0
"44035","T148","A724",2
"44036","T148","A729",4
"44037","T148","A730",0
"44038","T148","A733",3
"44039","T148","A736",2
"44040","T148","A738",4
"44041","T148","A740",1
"44042","T148","A746",4
"44043","T148","A747",1
"44044","T148","A752",2
"44045","T148","A753",0
"44046","T148","A754",3
"44047","T148","A755",3
"44048","T148","A756",0
"44049","T148","A759",0
"44050","T148","A762",3
"44051","T148","A766",3
"44052","T148","A767",1
"44053","T148","A772",2
"44054","T148","A775",3
"44055","T148","A779",1
"44056","T148","A784",4
"44057","T148","A786",4
"44058","T148","A788",3
"44059","T148","A789",2
"44060","T148","A791",0
"44061","T148","A792",1
"44062","T148","A794",4
"44063","T148","A795",3
"44064","T148","A798",1
"44065","T148","A799",0
"44066","T149","A005",3
"44067","T149","A006",2
"44068","T149","A007",1
"44069","T149","A008",3
"44070","T149","A011",2
"44071","T149","A012",0
"44072","T149","A013",0
"44073","T149","A016",3
"44074","T149","A017",1
"44075","T149","A019",0
"44076","T149","A021",4
"44077","T149","A022",0
"44078","T149","A024",3
"44079","T149","A030",2
"44080","T149","A031",3
"44081","T149","A032",4
"44082","T149","A033",0
"44083","T149","A034",1
"44084","T149","A037",1
"44085","T149","A039",4
"44086","T149","A040",0
"44087","T149","A041",1
"44088","T149","A042",0
"44089","T149","A043",1
"44090","T149","A045",2
"44091","T149","A046",4
"44092","T149","A048",2
"44093","T149","A050",4
"44094","T149","A052",0
"44095","T149","A054",1
"44096","T149","A057",1
"44097","T149","A060",4
"44098","T149","A062",0
"44099","T149","A065",0
"44100","T149","A066",2
"44101","T149","A067",4
"44102","T149","A069",1
"44103","T149","A072",4
"44104","T149","A074",3
"44105","T149","A075",1
"44106","T149","A080",2
"44107","T149","A086",1
"44108","T149","A087",0
"44109","T149","A094",2
"44110","T149","A097",3
"44111","T149","A099",3
"44112","T149","A101",1
"44113","T149","A107",4
"44114","T149","A108",1
"44115","T149","A110",3
"44116","T149","A111",2
"44117","T149","A115",4
"44118","T149","A116",1
"44119","T149","A118",1
"44120","T149","A119",0
"44121","T149","A122",2
"44122","T149","A123",0
"44123","T149","A124",2
"44124","T149","A126",1
"44125","T149","A127",0
"44126","T149","A133",3
"44127","T149","A134",2
"44128","T149","A135",1
"44129","T149","A137",2
"44130","T149","A141",2
"44131","T149","A144",4
"44132","T149","A146",0
"44133","T149","A147",4
"44134","T149","A148",2
"44135","T149","A149",1
"44136","T149","A154",0
"44137","T149","A155",3
"44138","T149","A158",0
"44139","T149","A159",1
"44140","T149","A162",2
"44141","T149","A163",2
"44142","T149","A165",3
"44143","T149","A166",2
"44144","T149","A168",4
"44145","T149","A171",1
"44146","T149","A172",3
"44147","T149","A175",4
"44148","T149","A181",2
"44149","T149","A183",4
"44150","T149","A185",0
"44151","T149","A188",2
"44152","T149","A191",1
"44153","T149","A194",3
"44154","T149","A195",0
"44155","T149","A196",4
"44156","T149","A197",1
"44157","T149","A199",4
"44158","T149","A200",0
"44159","T149","A201",2
"44160","T149","A204",4
"44161","T149","A206",1
"44162","T149","A207",3
"44163","T149","A215",0
"44164","T149","A216",1
"44165","T149","A217",4
"44166","T149","A223",1
"44167","T149","A225",4
"44168","T149","A230",0
"44169","T149","A237",2
"44170","T149","A238",1
"44171","T149","A239",2
"44172","T149","A243",3
"44173","T149","A244",1
"44174","T149","A245",2
"44175","T149","A250",1
"44176","T149","A253",4
"44177","T149","A254",3
"44178","T149","A257",4
"44179","T149","A259",0
"44180","T149","A261",3
"44181","T149","A265",4
"44182","T149","A269",2
"44183","T149","A271",0
"44184","T149","A273",1
"44185","T149","A274",3
"44186","T149","A277",2
"44187","T149","A280",0
"44188","T149","A281",3
"44189","T149","A284",4
"44190","T149","A287",4
"44191","T149","A293",4
"44192","T149","A297",3
"44193","T149","A298",3
"44194","T149","A303",4
"44195","T149","A304",1
"44196","T149","A305",3
"44197","T149","A306",1
"44198","T149","A308",3
"44199","T149","A310",1
"44200","T149","A314",2
"44201","T149","A317",2
"44202","T149","A319",2
"44203","T149","A320",1
"44204","T149","A323",3
"44205","T149","A324",2
"44206","T149","A325",2
"44207","T149","A326",0
"44208","T149","A327",3
"44209","T149","A329",1
"44210","T149","A330",2
"44211","T149","A331",0
"44212","T149","A333",0
"44213","T149","A340",3
"44214","T149","A343",0
"44215","T149","A346",0
"44216","T149","A349",4
"44217","T149","A352",2
"44218","T149","A355",3
"44219","T149","A358",2
"44220","T149","A360",0
"44221","T149","A361",0
"44222","T149","A363",1
"44223","T149","A365",4
"44224","T149","A366",4
"44225","T149","A370",4
"44226","T149","A376",3
"44227","T149","A377",3
"44228","T149","A379",4
"44229","T149","A381",1
"44230","T149","A382",2
"44231","T149","A384",3
"44232","T149","A385",2
"44233","T149","A390",2
"44234","T149","A391",0
"44235","T149","A392",3
"44236","T149","A394",2
"44237","T149","A397",3
"44238","T149","A400",2
"44239","T149","A408",2
"44240","T149","A411",3
"44241","T149","A414",4
"44242","T149","A415",1
"44243","T149","A417",1
"44244","T149","A418",2
"44245","T149","A419",0
"44246","T149","A422",1
"44247","T149","A424",2
"44248","T149","A427",3
"44249","T149","A429",0
"44250","T149","A430",1
"44251","T149","A431",0
"44252","T149","A432",3
"44253","T149","A433",1
"44254","T149","A434",3
"44255","T149","A437",1
"44256","T149","A439",0
"44257","T149","A442",2
"44258","T149","A443",0
"44259","T149","A444",4
"44260","T149","A452",4
"44261","T149","A462",2
"44262","T149","A464",0
"44263","T149","A468",4
"44264","T149","A473",3
"44265","T149","A478",3
"44266","T149","A483",1
"44267","T149","A484",0
"44268","T149","A485",4
"44269","T149","A487",0
"44270","T149","A488",4
"44271","T149","A489",4
"44272","T149","A491",0
"44273","T149","A494",4
"44274","T149","A496",2
"44275","T149","A501",4
"44276","T149","A504",4
"44277","T149","A505",3
"44278","T149","A506",4
"44279","T149","A509",4
"44280","T149","A513",0
"44281","T149","A517",2
"44282","T149","A518",2
"44283","T149","A520",2
"44284","T149","A522",0
"44285","T149","A525",0
"44286","T149","A528",1
"44287","T149","A529",2
"44288","T149","A530",3
"44289","T149","A538",0
"44290","T149","A540",3
"44291","T149","A548",0
"44292","T149","A550",4
"44293","T149","A552",1
"44294","T149","A553",3
"44295","T149","A557",3
"44296","T149","A564",1
"44297","T149","A574",0
"44298","T149","A586",1
"44299","T149","A587",1
"44300","T149","A591",1
"44301","T149","A594",2
"44302","T149","A595",4
"44303","T149","A599",2
"44304","T149","A605",0
"44305","T149","A606",1
"44306","T149","A609",4
"44307","T149","A610",4
"44308","T149","A613",0
"44309","T149","A614",2
"44310","T149","A616",3
"44311","T149","A627",0
"44312","T149","A628",2
"44313","T149","A631",3
"44314","T149","A632",4
"44315","T149","A634",3
"44316","T149","A636",1
"44317","T149","A637",4
"44318","T149","A638",3
"44319","T149","A639",1
"44320","T149","A641",3
"44321","T149","A643",1
"44322","T149","A645",2
"44323","T149","A646",0
"44324","T149","A648",3
"44325","T149","A649",2
"44326","T149","A650",0
"44327","T149","A653",4
"44328","T149","A658",2
"44329","T149","A659",1
"44330","T149","A662",0
"44331","T149","A664",0
"44332","T149","A665",3
"44333","T149","A666",1
"44334","T149","A668",1
"44335","T149","A670",0
"44336","T149","A673",2
"44337","T149","A674",4
"44338","T149","A676",2
"44339","T149","A679",0
"44340","T149","A682",2
"44341","T149","A683",0
"44342","T149","A688",1
"44343","T149","A690",4
"44344","T149","A695",0
"44345","T149","A696",4
"44346","T149","A697",4
"44347","T149","A698",3
"44348","T149","A700",0
"44349","T149","A701",4
"44350","T149","A702",3
"44351","T149","A706",3
"44352","T149","A708",0
"44353","T149","A709",1
"44354","T149","A710",4
"44355","T149","A716",0
"44356","T149","A717",0
